0;609
2;639
3;832
5;565
5;410
5;982
6;143
6;390
8;364
11;192
11;338
14;390
14;114
14;985
14;134
15;65
15;190
15;197
16;607
19;875
19;651
20;148
21;369
22;341
23;341
24;301
24;832
26;210
29;592
30;803
33;440
34;125
35;391
35;971
39;795
40;971
41;651
43;292
43;103
45;940
47;293
50;940
54;928
54;341
56;392
57;592
59;100
59;220
61;659
66;117
70;538
72;304
77;542
77;872
79;103
80;118
80;184
83;382
85;441
89;429
89;731
90;414
90;268
90;180
94;769
94;719
94;546
94;456
94;889
95;441
96;963
97;617
97;103
97;810
97;223
98;180
100;971
101;624
101;914
103;667
103;914
103;755
103;253
103;828
103;768
103;553
103;117
103;140
104;800
107;651
108;364
108;303
109;719
110;120
115;249
115;154
115;982
115;750
115;643
115;897
115;180
115;150
118;142
119;762
120;355
120;136
120;713
120;962
120;536
120;180
120;753
120;190
122;341
122;806
125;178
130;545
133;824
134;341
135;208
137;398
137;345
138;369
138;858
138;804
140;683
141;180
142;205
144;421
148;184
148;176
148;758
150;511
151;477
152;597
153;156
155;164
156;966
156;244
161;470
161;233
161;287
162;373
162;989
164;941
164;506
164;226
164;541
164;396
165;598
167;933
167;221
171;550
172;673
172;429
174;662
175;216
178;248
180;897
180;982
180;515
180;321
180;974
180;597
180;341
180;814
180;184
180;509
180;478
180;332
180;369
180;653
180;494
180;662
180;774
180;771
180;362
180;240
180;913
180;899
180;623
180;941
180;528
180;399
180;572
180;762
180;495
180;305
182;571
182;795
183;706
184;362
184;722
184;505
184;377
184;304
184;815
184;341
187;333
187;928
190;737
190;986
190;592
190;944
190;258
190;562
190;723
192;527
192;470
192;659
192;928
193;704
193;637
193;248
197;300
200;862
200;495
202;341
203;651
206;897
207;625
207;239
208;369
209;824
210;894
211;392
212;758
212;626
212;386
216;606
216;768
216;707
221;449
221;604
223;968
225;369
227;899
229;963
229;885
229;716
230;440
231;884
231;247
233;609
233;816
233;862
235;254
236;481
236;264
238;764
238;917
240;379
241;420
242;553
247;764
248;785
248;729
248;786
248;860
248;642
250;276
254;954
254;475
254;329
254;683
254;565
255;569
256;704
258;308
262;843
265;571
266;511
266;420
272;900
276;557
276;369
277;428
279;915
279;568
279;649
279;566
279;677
279;827
280;352
281;592
287;341
287;378
287;496
287;503
287;451
288;899
293;471
293;369
295;436
295;664
298;849
299;565
299;516
307;434
307;730
307;803
312;643
324;378
326;459
330;378
332;966
339;953
339;760
341;787
341;481
341;539
341;479
341;891
341;805
341;707
341;736
341;846
341;710
352;423
355;704
358;966
361;913
362;725
362;466
362;876
364;872
364;910
364;495
364;899
364;538
371;869
371;625
372;799
372;457
374;565
376;971
378;953
378;941
378;897
378;550
378;894
378;766
379;663
379;874
380;769
381;560
382;940
383;940
383;971
383;398
384;414
389;790
392;928
393;876
396;578
401;565
411;803
414;924
416;706
416;612
421;729
423;624
423;807
427;928
427;549
428;478
430;900
430;754
431;729
438;639
440;793
440;477
440;864
440;584
441;990
441;897
441;938
442;706
445;974
449;610
453;964
453;927
454;762
457;942
459;707
460;706
463;639
469;897
470;593
471;505
471;770
471;487
472;971
476;940
477;663
480;810
481;592
482;783
487;571
489;614
489;502
495;958
495;843
496;707
499;639
501;899
502;754
503;855
505;895
506;899
507;974
513;539
515;773
516;539
517;539
522;706
523;643
524;538
525;643
528;769
531;790
532;927
534;691
534;685
536;800
536;592
537;725
538;609
538;647
539;956
542;588
542;549
545;595
545;955
554;941
556;651
556;637
556;861
558;816
560;760
562;970
562;881
562;708
568;682
569;904
569;928
571;605
571;725
571;790
571;791
571;728
571;863
571;867
571;909
571;933
572;942
576;979
576;725
578;963
581;606
581;625
582;703
583;639
586;685
586;790
588;924
589;750
592;885
592;654
595;598
598;945
598;920
598;820
598;824
598;740
599;690
606;664
607;899
608;938
614;759
621;913
625;840
627;669
627;897
630;683
638;954
639;777
639;962
649;832
651;742
651;964
651;854
652;971
658;729
668;762
668;697
673;788
674;746
676;924
686;889
690;899
703;923
703;917
706;764
706;762
707;982
707;971
711;766
718;759
719;865
722;835
724;941
725;973
727;815
729;788
732;974
735;740
735;800
744;786
746;971
749;966
756;897
757;897
759;899
759;979
762;937
764;767
773;928
781;795
783;828
786;853
803;863
831;974
832;884
841;846
849;928
852;955
853;957
861;989
863;968
882;974
897;971
902;949
902;982
926;941
971;997
